name,description,attributes[Effects],attributes[Textures],attributes[Slider 1],attributes[Slider 2]
Refract Pass #978,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Squiggle + Geotile + Prism OJ,refrac_01 + Cubic,~49%,~49%
Refract Pass #979,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Papier + Geotile + Edgy,refrac_05 + PetalSofter,~0%,~0%
Refract Pass #980,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + Radial + Prism OJ + Prism OJ,refrac_06,~49%,~49%
Refract Pass #981,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Swirl + Swirl + Halo + Radial,refrac_08,~49%,~49%
Refract Pass #982,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Polytone + Prism OJ + Lensman + Lensman,refrac_03 + Brunch + rainbow + dichro,~0%,~0%
Refract Pass #983,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Papier + jambler + jambler,refrac_04,~0%,~0%
Refract Pass #984,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Radial + Radial + Edgy,refrac_01,~49%,~49%
Refract Pass #985,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Radial + Prism OJ + Slider,refrac_01,~49%,~49%
Refract Pass #986,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + Geotile + Radial + Prism OJ,refrac_02 + reg4,~49%,~49%
Refract Pass #987,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Polytone + Slick + Watercolor + Fresnel,refrac_06 + MaracujaA,~49%,~49%
Refract Pass #988,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Radial + Tape + jambler,refrac_07,~0%,~0%
Refract Pass #989,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + jambler + Watercolor + Polytone,refrac_06 + MaracujaB,~49%,~49%
Refract Pass #990,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Radial + Edgy + Polytone,refrac_03 + GrapefruitA,~0%,~0%
Refract Pass #991,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Lensman + Geotile + Geotile,refrac_09 + rainbow + reg4 + reg4,~0%,~0%
Refract Pass #992,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + Prism OJ + Lensman + Prism OJ,refrac_08 + reg4 + dichro,~0%,~0%
Refract Pass #993,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Prism OJ + jambler + Slow,refrac_09,~0%,~0%
Refract Pass #994,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Slick + Fresnel + Mosher,refrac_09,~49%,~49%
Refract Pass #995,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + jambler + Slick + Slick,refrac_03 + Funky,~0%,~0%
Refract Pass #996,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + Tape + Polytone + Radial,refrac_07 + GrapefruitA,~49%,~49%
Refract Pass #997,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Prism OJ + Halo + Slow,refrac_06,~49%,~49%
Refract Pass #998,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Radial + Squiggle + Radial,refrac_09,~49%,~49%
